time_s,force_dt001_N,u_dt001_m,v_dt001_mps,a_dt001_mps2,force_dt01_interp_N,u_dt01_interp_m,v_dt01_interp_mps,a_dt01_interp_mps2,du_dt01minusdt001_m,dv_dt01minusdt001_mps,da_dt01minusdt001_mps2
1.820000000000000062e+00,0.000000000000000000e+00,-5.947343911149312794e-07,-1.646959589476831433e-05,5.515277389429723565e-04,0.000000000000000000e+00,3.080568088720074120e-05,-6.720761578777557574e-04,1.088160502600515802e-03,3.140041527831567291e-05,-6.556065619829874735e-04,5.366327636575434455e-04
1.830000000000000071e+00,0.000000000000000000e+00,-7.330716671083099419e-07,-1.119785930390741649e-05,5.028195792292069685e-04,0.000000000000000000e+00,2.547046139636402560e-05,-6.258914216130608173e-04,2.264931543890172025e-03,2.620353306347233702e-05,-6.146935623091533737e-04,1.762111964660965056e-03
1.840000000000000080e+00,0.000000000000000000e+00,-8.213547080726977787e-07,-6.458748888970150018e-06,4.450025037582463865e-04,0.000000000000000000e+00,2.013524190552731338e-05,-5.797066853483659856e-04,3.441702585179828681e-03,2.095659661360001243e-05,-5.732479364593958500e-04,2.996700081421582295e-03
1.850000000000000089e+00,0.000000000000000000e+00,-8.652744396756680446e-07,-2.325197431623904022e-06,3.817077877110027721e-04,0.000000000000000000e+00,1.480002241469060117e-05,-5.335219490836711539e-04,4.618473626469485338e-03,1.566529685436627016e-05,-5.311967516520472998e-04,4.236765838758482783e-03
1.860000000000000098e+00,0.000000000000000000e+00,-8.710806872945296010e-07,1.163947907851592758e-06,3.161212801840965637e-04,0.000000000000000000e+00,9.464802923853885561e-06,-4.873372128189763222e-04,5.795244667759141127e-03,1.033588361114841580e-05,-4.885011607268279149e-04,5.479123387575044780e-03
1.870000000000000107e+00,0.000000000000000000e+00,-8.452644331431431948e-07,3.999302922425688468e-06,2.509497227307225849e-04,0.000000000000000000e+00,4.129583433017176733e-06,-4.411524765542814905e-04,6.972015709048798651e-03,4.974847866160319610e-06,-4.451517794767071595e-04,6.721065986318075849e-03
1.880000000000000115e+00,0.000000000000000000e+00,-7.942874154449387249e-07,6.196100617215205526e-06,1.884098162271807386e-04,0.000000000000000000e+00,-1.205636057819538872e-06,-3.949677402895866046e-04,8.148786750338454440e-03,-4.113486423746001469e-07,-4.011638409068018270e-04,7.960376934111274352e-03
1.890000000000000124e+00,0.000000000000000000e+00,-7.243602532615275903e-07,7.789331819467022226e-06,1.302364242231825609e-04,0.000000000000000000e+00,-6.540855548656254476e-06,-3.487830040248917729e-04,9.325557791628110230e-03,-5.816495295394727204e-06,-3.565723358443588205e-04,9.195321367404927018e-03
1.900000000000000133e+00,0.000000000000000000e+00,-6.412683678840820921e-07,8.829045256022075724e-06,7.770626308782808446e-05,0.000000000000000000e+00,-1.187607503949296330e-05,-3.025982677601968870e-04,1.050232883291776775e-02,-1.123480667160888089e-05,-3.114273130162189813e-04,1.042462256982993989e-02
1.910000000000000142e+00,0.000000000000000000e+00,-5.502434205895573784e-07,9.375944202882866176e-06,3.167352628432999230e-05,0.000000000000000000e+00,-1.211949816324032270e-05,-2.469470766831045471e-04,9.514886887876055840e-03,-1.156925474265076511e-05,-2.563230208859874166e-04,9.483213361591726065e-03
1.919999999999999929e+00,0.000000000000000000e+00,-4.558767880312003776e-07,9.497382308788533141e-06,-7.385905103196544960e-06,0.000000000000000000e+00,-1.236292128698767701e-05,-1.912958856060134811e-04,8.527444942834366479e-03,-1.190704449895647717e-05,-2.007932679148020244e-04,8.534830847937562373e-03
1.929999999999999938e+00,0.000000000000000000e+00,-3.620707307467408185e-07,9.263829148103377403e-06,-3.932472703383469749e-05,0.000000000000000000e+00,-1.260634441073503641e-05,-1.356446945289211683e-04,7.540002997792654565e-03,-1.224427367998829575e-05,-1.449085236770245575e-04,7.579327724826489046e-03
1.939999999999999947e+00,0.000000000000000000e+00,-2.720223491949231601e-07,8.745847162260155961e-06,-6.427167013480969936e-05,0.000000000000000000e+00,-1.284976753448239580e-05,-7.999350345182882835e-05,6.552561052750941785e-03,-1.257774518528747259e-05,-8.873935061408898262e-05,6.616832722885751701e-03
1.949999999999999956e+00,0.000000000000000000e+00,-1.882351315575303636e-07,8.011596365218403133e-06,-8.257848927354098818e-05,0.000000000000000000e+00,-1.309319065822975520e-05,-2.434231237473648843e-05,5.565119107709229872e-03,-1.290495552667222476e-05,-3.235390873995488818e-05,5.647697596982770643e-03
1.959999999999999964e+00,0.000000000000000000e+00,-1.125528408782607002e-07,7.124861770635529016e-06,-9.476842964303388954e-05,0.000000000000000000e+00,-1.333661378197711629e-05,3.130887870235579728e-05,4.577677162667517959e-03,-1.322406094109885619e-05,2.418401693172026826e-05,4.672445592310552065e-03
1.969999999999999973e+00,0.000000000000000000e+00,-4.621062692484606825e-08,6.143581020047397535e-06,-1.014877204745924608e-04,0.000000000000000000e+00,-1.358003690572447569e-05,8.696006977944813719e-05,3.590235217625806045e-03,-1.353382627879962933e-05,8.081648875940074305e-05,3.691722938100398289e-03
1.979999999999999982e+00,0.000000000000000000e+00,1.010145854728581396e-08,5.118836074378978855e-06,-1.034612686590912888e-04,0.000000000000000000e+00,-1.382346002947183508e-05,1.426112608565404771e-04,2.602793272584095000e-03,-1.383356148801912097e-05,1.374924247821615033e-04,2.706254541243186505e-03
1.989999999999999991e+00,0.000000000000000000e+00,5.616695329743217590e-08,4.094262875650293481e-06,-1.014533710866458334e-04,0.000000000000000000e+00,-1.406688315321919448e-05,1.982624519336328170e-04,1.615351327542383086e-03,-1.412305010651662614e-05,1.941681890579825278e-04,1.716804698629028920e-03
2.000000000000000000e+00,0.000000000000000000e+00,9.216739916759286577e-08,3.105826298381844441e-06,-9.623394436704402199e-05,0.000000000000000000e+00,-1.431030627696655387e-05,2.539136430107251027e-04,6.279093825006711732e-04,-1.440247367613414755e-05,2.508078167123432346e-04,7.241433268677151952e-04
